100 100
616.222 7.11111 84.037 -10.6667 0 0 0 0 0 5.0625 1 0 10.2704 -46.375 -7.23214 105.046 0 -252.111 -31.5 0.642857 -9 0 -917.389 -10.125 0.125 0 105.046 2521.11 0 -1.11111 31.5 0 0 0 1 1.92429 0 0 0 8.98611 0 -144.969 0 0 0 0 1.75 -0.5625 -9 0 0 0 8 0 0 58.8259 42.0185 6.9375 25.1735 -4.11429 0 0 -28 -26 0 0 2 0 2.25 17.6214 10.25 -183.478 0 0 0 0 336.148 0 0 0 0 0 0 0 0 0 4.5 -0.111111 3 -20.8 0 0 0 0 9 0 -59.4606 -11.3906 0 -3.21429 
-751.333 0.553086 -3.5 -0.82963 0 0 -0.35 0 0 0 0.35 1 -12.5222 0.333333 0 -2.21235 0 10.5 0 1.4 0 0 -51.2533 0 1.06222 2.48889 0.0583333 0.214286 0 0 0 0 0 0.98 0 0.504 0 0.63 0 0 0 15.376 0 0.466667 0 0 0 -0.28 0 0 -0.7 0.84 0.622222 0 2.48889 3.528 2.52 0.933333 -0.233333 0.84 0 0 0 -0.894444 1.4 0.5 0 0 0 -0.163333 0 -10.2507 0.82963 0 18.9 0 -14 3.73333 0.466667 0 0 1.575 0 0 -0.56 0 0 -0.945 0 -0.155556 0 0 -0.276543 0 0 0 -0.933333 0 -0.35 -7 
-1390.32 0.554184 1.35034 -0.831276 0 0.555556 -0.444444 0.37037 19.2778 0.291667 -0.484127 3.2 -21.9221 1.06667 0.128968 3.74086 0 -4.05102 0 1.73611 0.333333 0 -107.403 -0.583333 1.06091 -1.19136 -3.41419 110.821 2.25 1.10813 0 -1.23457 0 1.24444 -0.244709 0.905 -1.20467e-19 -3.1375 0 0 1.07143 13.4691 0 -4.15741 0 0 -0.436508 -0.345525 0 0 -0.888889 1.39881 0.623457 0 -4.66358 7.44167 4.125 1.02546 0.429894 1.50833 0 0 0 -1.08372 1.73611 1.6 2.14286 0 2.41071 0.300926 0 -21.2583 1.60288 -0.462963 33 0 4.73469 4.21296 -4.15741 0 0.694444 2 0 0.833333 2.78889 0 0 -1.57366 -3.375 4.84414 -0.777778 0.75 3.14318 0.642857 1.23457 0 -2.3664 -1.44792 -0.612037 -8.68056 
40 0 0 0 0 0 0 0 0 0 0 0 0.666667 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.66667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.33333 0 0 0 0 0 0 0 0 0 0 
40 0 -0.8 0 0 0 0 0 0 0 -0.571429 0 0 0 1 -1 0 2.4 0 0 0 0 0 0 0 0 -1 -24 0 0.634921 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.14286 0 -1.28571 0 0 0 0 0 0 0 -3.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 
-1073.33 0.790123 -5 -1.18519 0 0 -0.5 0 0 0 0.5 0 -17.8889 0 0 -2.16049 0 15 0 2 0 0 -83.1 0 1.51746 3.55556 0.0833333 0 0 0 0 0 0 1.4 0 0.72 0 0.9 0 0 0 24.93 0 0.666667 0 0 0 -0.4 0 0 -1 1.2 0.888889 0 3.55556 5.54 3.6 1.33333 -0.333333 1.2 0 0 0 -1.27778 2 0 0 0 0 -0.233333 0 -16.62 1.18519 0 27 0 -20 5.33333 0.666667 0 0 2.25 0 0 -0.8 0 0 -1.35 0 -0.222222 0 0 -0.395062 0 0 0 -1.33333 0 -0.5 -10 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
645.976 -0.239859 1.90554 0.359788 0 -0.285714 0.2 -0.190476 -8.43429 -1.275 -0.2 -1.6 6.76627 -0.533333 -0.0663265 0.323306 0 -4.71662 7 -0.778571 1.72571 0 96.7633 2.55 -0.605838 0.615873 3.64456 -2.98382 -1.15714 -1.18214 0 0 0 -0.56 0.12585 -0.638571 0 1.665 0 -2 -0.55102 -28.5567 0 1.53333 0 0 0.428571 0.154841 2 0 0.4 -0.467143 -0.269841 -1 2.73492 -4.29533 -3.0681 -0.45119 -4.46054 -0.707143 0 0 0 0.484325 -0.945238 -0.8 0 0 0 -2.32238 -0.5 19.3527 0.205291 0 -16.2 0 8.96501 -2.07619 1.53333 0 0 -0.9 0 0 -1.48 0 -1 0.525536 1.06905 -2.50397 0.4 -0.385714 -1.65388 -0.330612 -2.63492 0 0.0158163 3.40446 0.47381 3.89286 
1817.39 -1.31687 -0.0506803 1.97531 0 -3 0.833333 0 0.35 0 0.559524 0 28.4148 0 0 3.47748 0 0.152041 1 -3.33333 -0.7 0 291.347 0 -2.10053 -5.50926 -1.32416 -156.52 0.4 3.56349 0 1.85185 0 -2.33333 0 0.444 1.807e-19 -1.5 0 0 0.0571429 -59.7373 0 0.763889 0 0 1.20476 0.666667 0 0 1.66667 -2.69571 -1.48148 0.56 -8.69593 -19.072 -7.98 -2.22222 -0.944444 -1.76 0 0 0 2.12963 -3.50667 0 -4.61429 0 -3.61607 -0.661111 0 57.216 -4.83642 0.694444 -42.9 0 -0.762721 -8.26389 0.763889 -0.75 -1.04167 -3.75 0 -1.25 1.33333 0 0 3.03268 -0.6 -26.6296 -0.4 0 0.966214 0.114286 0 0 2.93204 -0.375 1.918 16.6667 
-540 0 0 0 0 0 0 0 0 0 0 0 -9 0 0.47619 -1.58025 0 0 0 1 0 0 -37.8 0 -0.00823045 1.77778 40.5 9 0 -22.5 0 0 0 0 0 0.36 0 0 0 0 0 11.34 0 0 0 0 0 0.037037 0 0 0 0.6 0 0 1.77778 2.52 1.8 0.333333 -0.285714 0.6 0 0 0 0 1 0 0 0 0 -0.2 0 -7.56 0.592593 0 13.5 0 0 2.66667 0 0 0 0 0 0 0 0 0 -0.675 0 0 0 -18 -0.197531 0 0 0 -0.333333 9 -0.2 -5 
0 0 0 0 0 0 0 0 -0.5 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 2.14286 0 0 0 0 0 0 0 0 0 0 1.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.333333 0 0 0 0 0 -1.5 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 58.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -16.875 0 0 0 0 0 0 0 0 0 0 0 0 0 -3.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
926.167 -0.632099 1.65 0.948148 0 0 0.4 0 0 0 -1.36429 0 14.3111 0 0 0.618673 0 -4.95 0 -1.6 -3.5 0 83.98 0 -1.21397 -2.59444 -1.75417 -40.5 0 1.07143 0 1.11111 0 -1.12 0 -0.201 1.0842e-19 -0.72 0 0 0 -18.144 -0.25 -0.533333 0 0 -0.357143 0.32 0 0 0.8 -1.28143 -0.711111 0 -2.59444 -5.532 -2.88 -1.06667 5.26667 -0.96 0 0 0 1.02222 -1.6 0 -1.92857 0 -2.16964 3.68667 0.875 16.596 -1.00544 0.416667 -21.6 0.28125 6.6 -3.97604 -0.533333 0 -0.625 -1.8 0 -0.75 0.64 -0.5 0 1.44161 0 0.177778 1.25 0.666667 0.288272 0 3.5 0 1.91042 0 0.4 8 
-1080 0 -0.16 0 0 0 -0.625 0 0 -0.5 0 1.875 -18 0.625 2.89286 -3.36049 0 0.48 0 1.74286 0 0 -72.475 1 -0.05 3.55556 -0.2 -5.01536 0 0.347222 0 0 0 0 0 1.70743 0 1.125 0 0 0 22.5425 0 0 0 0 0 0.225 0 0 0 1.2 0 0 3.55556 5.04 3.6 2.025 -0.497959 2.84571 0 0 0 0 2 -0.5025 -0.625 0 -0.703125 -0.348571 0 -14.495 1.18519 0 27 0 -0.64 5.33333 0 0 0 0 0 0 -1 0 0 -1.35 0 0 0 0 -0.395062 0 0 0 -1.925 1.125 -0.4 -8.71429 
-2.96296 0 -0.00740741 0 0 0 0 0 0 0 -0.00529101 -0.0537037 0.0185185 -0.0734568 -0.238095 0.0236626 0 0.0037037 0 0 0 0 -1.24691 0 1.00412 -0.037037 -0.00925926 -0.215873 0 0.00587889 0 0 0 0 0 0 0 -0.238095 0 0 0 0.411111 0 0 0 0 -0.185185 -0.0185185 0 0 0 -0.166667 0 0 -0.037037 0.0432099 0.0308642 -0.166667 0 0 0.166667 0 0 0.138889 0 0.0148148 -0.010582 -0.8 -0.0119048 0 0 -0.249383 -0.0123457 0 0 0 -0.0296296 0 0 0 0 0 0 0 0 0.0238095 0 0.1875 0 0.111111 0.740476 -0.031746 0.00411523 0 0 0 0.171296 0 0 -2.8 
0 0 0 0 0 0 0 0 0 0 0 -0.8 0 -0.266667 0 -0.888889 0 0 0 0 0 0 -1.33333 0 0 1 0 -0.171429 0 0 0 0 0 0 0 0 0 0 0 0 0 0.4 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -0.4 0 0 0 0 0 -0.266667 0.333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.111111 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 -5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 6.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.10938 1 0 -2.0625 0 0 0 0 0 0.09 0 -1.26562 0 0 0 0 0 -1.125 0 0 0 0 0 0 0 0 0 0 -1.3125 0 0 0 0 0.15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.125 0 0 0 0 0 1.125 0 0 0 0 0 -0.25 -2 0.989583 0 0 0 0 1 0 0 
0 0 0.0816327 0 0 1.25 0 0 0 0 0 0 0 0 0 -2.14286 0 -0.244898 0 0 0 0 25.2 0 0 0 -2.14286 2.44898 1 0 0 0 0 0 0 -0.265 0 0 0 0 0.142857 -7.96816 0 0 0 0 0 0 0 0 0 -0.4 0 1.4 -0.466667 -1.68 -1.2 0 0 0.6 0 0 0 0 -0.433333 0 0 0 0 0 0 5.04 0 0 0 0 -1.07347 0 0 0 0 0 0 0 0 0 0 0.45 0 11.25 -1 0 0.0518519 0.285714 0 0 1.07143 0 0.0866667 0 
-5215.99 2.85778 -4.71 -4.28667 0 0 -2.16 0 0 0 10.3671 0 -76.1915 -0.875 0 7.90917 0 13.8383 0 8.64 18.9 0 -478.284 0 6.55543 14.01 20.7225 344.7 0 -8.11905 0 -6 0 6.048 0 1.0854 -5.85469e-19 3.888 0 0 0 84.4151 1.35 2.88 0 0 1.92857 -1.728 0 0 -4.32 6.91971 3.215 0 11.01 30.5534 16.0381 4.8225 -28.44 5.184 0 0 0 -5.32469 8.64 0 16.4143 0 18.4661 -19.908 -4.725 -94.5767 5.42938 -2.25 116.64 -1.51875 -18.84 21.4706 2.88 0 3.375 9.72 0 4.05 -3.456 2.7 0 -7.78468 0 -0.80375 -6.75 -3.6 -1.22333 0 -18.9 0 -15.0037 0 -2.16 -43.2 
0 0 0 0 0 0 0 0 0 0 0 0 -0.666667 -0.75 -1.09375 0 0 0.166667 0 0 0 0 14.1667 0 3 0 0 0 0 0 3.625 0 0 0 0 0 0 0 0 0 0 -4.25 0 1.16667 0 0 0 0 0 0 0 0 0 0 0 -0.388889 -0.277778 0 0.714286 0 0 -0.875 0 0 0 0 0 -2.4 0 0.5 0 2.83333 0 0 0 0 0 0 1.16667 0 0 0 0 0 0 0 0 0 -0.125 0 2.4 0 0 0 0 0 0 0 0 -8.4 
-11.8519 -1.40466 8.88889 2.107 0 0 0.888889 0 0 0 -0.888889 0 -0.197531 -4.5 -3.9375 0 0 -26.6667 -3.5 0 0 0 0 0 -2.69771 0 -0.148148 0 0 -0.625 13.05 1 0 -2.48889 0 0 -4.8 -1.6 0 0 0 0 0 3.01481 0 0 0 0.711111 -1 0 1.77778 0 -1.58025 0 1.875 0 0 -2.37037 2.50529 0 0 -3.15 1 2.2716 0 0 0 0 0 1.7537 0 0 0 -1.2 0 0 35.5556 0 2.51481 0 1.8 -4 0 0 1.42222 0 0.5 0 -0.45 0.395062 0 0 -2.875 0 0 0 2.37037 0 0.177778 0 
0 0 0 0 0 0 0 0 0.8 0 0 0 0 0 0 0 0 0 0 0 -1.6 0 120.96 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 -36.288 0 0 0 0 0 0 0 0 0 -1.92 0 0 0 -8.064 -5.76 0 -3.42857 0 0 0 0 0 -3.2 0 0 0 0 -2.4 0 24.192 0 0 1.6 0 0 0 0 0 0 0 0 0 0 0 0 2.16 0 0 0 0 0 0 0 -1.6 0 0 3.04 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.166667 23.5 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 -6.75 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-214.667 0.158025 -1 -0.237037 0 0 -0.1 0 0 0 0.1 0 -3.57778 -7 -7.23214 -1.07654 0 3 -0.6 1.04286 0 0 -50.12 0 0.428492 1.21111 0.0166667 0 0 -0.466667 0 -0.972222 0 0.28 1 -2.32457 1.45833 0.18 -1.16667 0 0 15.036 0 0.133333 0 0 1.75 -0.6425 0 0.729167 -0.2 0.24 0.177778 0 1.21111 1.008 0.72 -4.79583 -0.25034 -3.87429 0 0 0 -0.255556 0.4 0 0.84 0 0 -0.175238 0 -10.024 0.403704 0 5.4 0 -4 1.06667 0.133333 0 0 0.45 0 -2.91667 -0.16 0 0 -0.27 -0.182292 -0.0444444 0 0 -0.134568 0 0 0 4.79583 0 -0.1 -5.21429 
0 0 0 0 0 -2 0 0 0 0 0 0 0 0 0 3.42857 0 0 0 0 0 0 0 0 0 0 3.42857 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -18 0 0 0 0 0 0 -1.71429 0 0 0 
1502.67 -1.10617 7 1.65926 0 0 0.7 0 1.864 0 0.328571 -2 25.0444 -1.00952 0 4.42469 0 -21 0 -2.8 -8.728 -0.833333 -14.9933 0 -2.12444 -4.97778 -0.216667 -0.428571 0 3.6 0 -0.666667 0 -6.96 0 -0.472286 1 -1.26 0 0 0 2.998 0 -1.73333 0 0 0 0.56 0 0 1.4 -1.68 -1.24444 0 -15.7778 0.444 -5.04 -1.86667 -0.379048 -1.68 0 0 0 1.78889 -2.8 -1 0 0 0 -0.265333 1.25 -1.99867 -2.68783 0 -37.8 0 28 -7.46667 -1.73333 0 0 -3.15 0 0 1.12 0 0 1.89 0 0.311111 0 0 1.75309 0 5 0 1.86667 0.16 6.292 14 
1073.33 -0.790123 5 1.18519 0 0 0.5 0 0 -2.8125 -0.5 0 17.8889 0 0 3.16049 0 -15 17.5159 -2 5 0 75.6 5.625 -1.51746 -3.55556 -0.0833333 0 0 0 0 0 0 -1.4 0 -1.25571 0 0.1 0 -5 0 -22.68 0 -0.666667 0 -0.0555556 0 0.4 5 0 1 -1.2 -0.888889 -2.5 -2.72222 -5.04 -3.6 -1.33333 -6.78175 -1.2 0 0 0 1.27778 -2.41667 0 0 0 0 -4.76667 -1.25 15.12 -1.18519 0 -26.8889 0 22.5 -5.33333 -0.666667 0 0 -2.25 0.111111 0 0.8 -0.1 -2.5 1.35 -1.66667 0.222222 0.25 0.133333 0.302469 0 -5 0 1.33333 6.32812 0.583333 10 
2.5 0.296296 -1.875 -0.444444 0 0 0 0 0 0 0 0 0.0416667 0 0 0.380952 -0.1875 5.625 0 0 0 0 0 0 0.535714 -0.428571 0 0 0 0 0 0.833333 -14.7 0 0 0 -1.25 0 1 0 0 0 0 0 0 0 0 0 0 -0.625 0 0 0.333333 0 -0.428571 0 0 0.5 0.0892857 0 0 0 0 -0.479167 0 0 0 -1.3125 2.1 0.0625 0 0 -0.142857 0 0 0 -7.5 0 0 0 0 0.84375 0 2.5 0 0 0 0 0.15625 -0.0833333 1.3125 0 0.047619 0 0 0 -0.5 0 -0.0375 -4.59375 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.107143 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.42857 0 0 0 0 0 0 0 0 0 0 1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 
-591.667 -0.197531 0.244898 0.296296 0 0 0 0 0 0.388889 0 0 -9.86111 0 0 0 0 -0.734694 0 0 0 0 0 -0.777778 0 0 0 7.34694 3 0 0 0 0 0 0 0 0 0 0 0 1.42857 -1.22449 0 0 0 0 0 0 0 0 0 0 -0.222222 0 0 0 0 -0.333333 0 0 0 0 0 0.0694444 0 0 0 0 0 0 0 0 0 0 14.75 0 0.979592 0 0 0 0 0 0 0 0 0 0 0 -4.5 0.0555556 0 0 0 0.857143 0 0 0.333333 -0.875 0 0 
0 0 -0.2 0 0 0 0 0 -5 0 0 0 0 0 0 -0.25 0 0.6 0 0 0 0 0 0 0 0 -2.7375 -6.8 0 1.65 0 0 0 0 0 -0.072 0 1.0125 0 0 0 1 0 0.9 0 0 0 0 0 0 0 0 0 0 1.05 0 0 0 0 -0.12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.8 0 0.9 0 0 0 0 0 -0.9 0 0 0 0 0 0.2 1.6 -0.791667 0 0 0 0.125 -0.8 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -20 0 0 0 0 0 0 0 0 0 0 -14 -3.5 0 0.5625 0 0 -1.125 0 0.3375 0 0 0 0 0 0 0 2 0 0 0 0 -5 -2.66667 0 0 -14 0 0 0 0 0 
0 0 0 0 0 0 0 0 -2.33 0 -1.28571 0 0 0.428571 0 0 0 0 0 0 4.66 0 0 0 0 0 0.125 0 0 -4.5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 13.5 0 0 0 9.98571 0 0 0 0 0 0 0 0 0 0 6.99 0 0 1.28571 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.5 0 0 0 0 -0.2 -6.99 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.285714 0 0 0 0 0 0 0 0 0 0 0 0 0 28 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 -0.5 0 0 0 0 0 0 0 0 2.5 -4 0 0 0 0 0 0 0 0 0 0 0 0 0 -2 0 0 0 0 0 0 0 -2.5 0 0 0 0 0 0 0 0 8.75 
0 0 0.0181406 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0544218 0 0 0 0 52.6 0 0 0 0 0.544218 0.222222 0 0 0 0 0 0 0.08 0 0 0 0 0.031746 -15.2707 0 0 0 0 1 0 0 0 0 -0.0888889 0 0.311111 -0.103704 -3.37333 -0.266667 0 0 0.133333 0 0 0 0 -0.0962963 0 0 0 0 0 0 10.12 0 0 0 0 -0.238549 0 0 0 0 0 0 0 0 0 0 0.1 0 0 -0.222222 0 0.0115226 0.0634921 0 0 0 0 0.0192593 0 
